what,kind,bundleId,bundleVersion,description,time
error,log,,,"Current file is not a match for the given config.",1340650160335
error,log,,,"Current file is not a match for the given config.",1340650160335
error,log,,,"Current file is not a match for the given config.",1340650160335
error,log,,,"Current file is not a match for the given config.",1340650160336
error,log,,,"Current file is not a match for the given config.",1340650160336
error,log,,,"Current file is not a match for the given config.",1340650160336
error,log,,,"Current file is not a match for the given config.",1340650160337
error,log,,,"Current file is not a match for the given config.",1340650160337
error,log,,,"Current file is not a match for the given config.",1340650160337
error,log,,,"Current file is not a match for the given config.",1340650160338
error,log,,,"Current file is not a match for the given config.",1340650160338
error,log,,,"Current file is not a match for the given config.",1340650160338
error,log,,,"Current file is not a match for the given config.",1340650160339
error,log,,,"Current file is not a match for the given config.",1340650160339
error,log,,,"Current file is not a match for the given config.",1340650160339
error,log,,,"Current file is not a match for the given config.",1340650160340
error,log,,,"Current file is not a match for the given config.",1340650160340
error,log,,,"Current file is not a match for the given config.",1340650160340
error,log,,,"Current file is not a match for the given config.",1340650160341
error,log,,,"Current file is not a match for the given config.",1340650160341
error,log,,,"Current file is not a match for the given config.",1340650160341
error,log,,,"Current file is not a match for the given config.",1340650160342
error,log,,,"Current file is not a match for the given config.",1340650160342
error,log,,,"Current file is not a match for the given config.",1340650160342
error,log,,,"Current file is not a match for the given config.",1340650160343
error,log,,,"Current file is not a match for the given config.",1340650160343
error,log,,,"Current file is not a match for the given config.",1340650160343
error,log,,,"Current file is not a match for the given config.",1340650160344
error,log,,,"Current file is not a match for the given config.",1340650160344
error,log,,,"Current file is not a match for the given config.",1340650160344
error,log,,,"Current file is not a match for the given config.",1340650160345
error,log,,,"Current file is not a match for the given config.",1340650160345
error,log,,,"Current file is not a match for the given config.",1340650160345
error,log,,,"Current file is not a match for the given config.",1340650160346
error,log,,,"Current file is not a match for the given config.",1340650160346
error,log,,,"Current file is not a match for the given config.",1340650160346
error,log,,,"Current file is not a match for the given config.",1340650160347
error,log,,,"Current file is not a match for the given config.",1340650160347
error,log,,,"Current file is not a match for the given config.",1340650160350
error,log,,,"Current file is not a match for the given config.",1340650160350
error,log,,,"Current file is not a match for the given config.",1340650160350
error,log,,,"Current file is not a match for the given config.",1340650160351
error,log,,,"Current file is not a match for the given config.",1340650160351
error,log,,,"Current file is not a match for the given config.",1340650160351
error,log,,,"Current file is not a match for the given config.",1340650160352
error,log,,,"Current file is not a match for the given config.",1340650160352
error,log,,,"Current file is not a match for the given config.",1340650160352
error,log,,,"Current file is not a match for the given config.",1340650160353
error,log,,,"Current file is not a match for the given config.",1340650160353
error,log,,,"Current file is not a match for the given config.",1340650160353
error,log,,,"Current file is not a match for the given config.",1340650160354
error,log,,,"Current file is not a match for the given config.",1340650160354
error,log,,,"Current file is not a match for the given config.",1340650160354
error,log,,,"Current file is not a match for the given config.",1340650160355
error,log,,,"Current file is not a match for the given config.",1340650160355
error,log,,,"Current file is not a match for the given config.",1340650160355
error,log,,,"Current file is not a match for the given config.",1340650160356
error,log,,,"Current file is not a match for the given config.",1340650160356
error,log,,,"Current file is not a match for the given config.",1340650160356
error,log,,,"Current file is not a match for the given config.",1340650160357
error,log,,,"Current file is not a match for the given config.",1340650160357
error,log,,,"Current file is not a match for the given config.",1340650160357
error,log,,,"Current file is not a match for the given config.",1340650160358
error,log,,,"Current file is not a match for the given config.",1340650160358
error,log,,,"Current file is not a match for the given config.",1340650160358
error,log,,,"Current file is not a match for the given config.",1340650160359
error,log,,,"Current file is not a match for the given config.",1340650160359
error,log,,,"Current file is not a match for the given config.",1340650160359
error,log,,,"Current file is not a match for the given config.",1340650160360
error,log,,,"Current file is not a match for the given config.",1340650160360
error,log,,,"Current file is not a match for the given config.",1340650160360
error,log,,,"Current file is not a match for the given config.",1340650160361
error,log,,,"Current file is not a match for the given config.",1340650160361
error,log,,,"Current file is not a match for the given config.",1340650160361
error,log,,,"Current file is not a match for the given config.",1340650160362
error,log,,,"Current file is not a match for the given config.",1340650160362
error,log,,,"Current file is not a match for the given config.",1340650160362
error,log,,,"Current file is not a match for the given config.",1340650160363
error,log,,,"Current file is not a match for the given config.",1340650160363
error,log,,,"Current file is not a match for the given config.",1340650160364
error,log,,,"Current file is not a match for the given config.",1340650160364
error,log,,,"Current file is not a match for the given config.",1340650160364
error,log,,,"Current file is not a match for the given config.",1340650160365
error,log,,,"Current file is not a match for the given config.",1340650160365
error,log,,,"Current file is not a match for the given config.",1340650160365
error,log,,,"Current file is not a match for the given config.",1340650160366
error,log,,,"Current file is not a match for the given config.",1340650160366
error,log,,,"Current file is not a match for the given config.",1340650160366
error,log,,,"Current file is not a match for the given config.",1340650160367
error,log,,,"Current file is not a match for the given config.",1340650160367
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1340650160384
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1340650160398
error,log,,,"palette: Failed to find style 'switchStyle' in current theme",1340650162631
error,log,,,"palette: Failed to find style 'switchStyle' in current theme",1340650162631
error,log,,,"palette: Failed to find style 'switchStyle' in current theme",1340650162632
error,log,,,"palette: Failed to find style 'switchStyle' in current theme",1340650162632
error,log,,,"palette: Failed to find style 'switchStyle' in current theme",1340650162633
error,log,,,"palette: Failed to find style 'switchStyle' in current theme",1340650162634
error,log,,,"",1340650162636
opened,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1340650162881
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1340650162961
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1340650177830
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1340650178092
started,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1340650179822
started,bundle,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.ui",1340650179830
started,bundle,org.eclipse.jst.jsp.core,1.2.402.v201112071853,"org.eclipse.jst.jsp.core",1340650180048
started,bundle,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.ui",1340650180053
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1340650180844
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1340650181656
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1340650187210
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1340650187359
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1340650188844
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1340650190802
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1340650191448
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1340650211677
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1340650212086
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1340650213335
started,bundle,org.eclipse.wst.server.core,1.1.304.v20120208_1420,"org.eclipse.wst.server.core",1340650214862
started,bundle,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui",1340650214873
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.launchShortcut.run",1340650214884
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340650214898
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340650215989
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1340650219198
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1340650219927
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340650232720
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340651222673
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1340651222855
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.textEnd",1340651227019
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1340651227263
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineEnd",1340651230934
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1340651231295
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1340651231989
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1340651232284
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1340651232708
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1340651237569
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1340651238040
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1340651240168
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1340651240418
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1340651240488
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1340651247086
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1340651247573
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1340651259493
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1340651261778
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1340651262586
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1340651338836
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340651344527
error,log,,,"Failed to load properties file for project 'ApiDemos'",1340651354213
error,log,,,"Failed to load properties file for project 'ApiDemos'",1340651365171
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340651365267
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1340651367076
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1340651368549
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1340651368550
closed,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1340651368561
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1340651368574
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1340651374734
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340651374738
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340651450506
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1340651453229
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1340651453297
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1340651454074
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1340651454255
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1340651454308
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1340651454628
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1340651454821
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1340651454870
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1340651455189
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1340651455384
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1340651455438
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1340651456367
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1340651460239
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1340651461963
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1340651465060
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1340651470044
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340651472281
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340651501541
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1340651501559
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1340651530073
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1340651535087
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1340651535088
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1340651536870
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1340651536870
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1340651537728
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1340651539781
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1340651541027
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1340651542298
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1340651543049
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1340651549205
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1340651552643
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1340651556195
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1340651557498
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340651560142
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340651581987
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1340651582004
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1340651586409
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1340651586409
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1340651587524
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1340651587524
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1340651593811
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1340651593857
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1340651594578
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1340651594760
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1340651594821
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1340651596013
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1340651598293
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1340651598342
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1340651599562
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineStart",1340651602292
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1340651602616
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1340651603693
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1340651610407
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1340651613209
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1340651614223
